org_id,sector,ai_present,adoption_level,ai_tools_count,manager_training,governance_present,hybrid_ratio_pct,productivity_change_pct,employee_trust_score,performance_outcome
ORG0356,Healthcare,1,Strategic,2,1,1,43.31086656673861,3.74,3,0
ORG0357,Technology,0,None,0,0,0,56.27797017722055,-4.48,4,0
ORG0358,Finance,1,Strategic,3,0,1,40.07035221652562,8.46,4,1
ORG0359,Manufacturing,1,Transformative,3,1,1,66.2907057430567,6.97,3,1
ORG0360,Technology,0,None,0,0,0,41.24669057152179,0.39,2,0
ORG0361,Healthcare,1,Reactive,2,0,0,51.55816014974387,2.95,3,0
ORG0362,Manufacturing,1,Reactive,3,0,1,26.160925223160408,0.96,5,0
ORG0363,Technology,1,Strategic,1,1,1,19.604461885011617,7.46,3,1
ORG0364,Manufacturing,1,Strategic,4,0,0,59.42702832158483,5.16,1,0
ORG0365,Technology,1,Transformative,6,1,1,27.11180486157194,9.36,4,1
ORG0366,Technology,1,Strategic,2,0,0,36.965977793237734,6.01,2,0
ORG0367,Technology,1,Strategic,4,0,1,47.92454186746916,5.28,2,0
ORG0368,Technology,1,Strategic,5,0,0,22.957633340737367,7.19,3,1
ORG0369,Education,1,Transformative,4,1,0,74.50306910047408,10.06,3,1
ORG0370,Healthcare,0,None,0,0,0,42.0899458411507,-0.68,3,0
ORG0371,Technology,1,Strategic,5,1,0,41.38765487944744,5.84,2,0
ORG0372,Education,1,Transformative,8,1,1,50.95911481341284,9.29,3,1
ORG0373,Manufacturing,1,Reactive,1,0,0,27.24225374290897,0.9,2,0
ORG0374,Finance,1,Strategic,2,1,1,32.962179254176334,5.25,3,0
ORG0375,Healthcare,0,None,0,0,0,43.204416431949355,0.64,4,0
ORG0376,Technology,0,None,0,0,0,43.945956036764805,-0.48,3,0
ORG0377,Technology,1,Reactive,1,0,0,49.667233245293005,-2.21,4,0
ORG0378,Finance,1,Strategic,1,1,0,55.79524095894265,5.22,3,0
ORG0379,Manufacturing,1,Strategic,6,1,0,21.537626552491858,2.38,3,0
ORG0380,Education,1,Strategic,4,1,1,29.775598196278143,7.4,4,1
ORG0381,Education,0,None,0,0,0,37.3957659302315,-0.23,3,0
ORG0382,Healthcare,1,Strategic,3,0,0,18.95059765111127,3.84,2,0
ORG0383,Manufacturing,1,Strategic,4,1,1,45.18420481643349,3.38,4,0
ORG0384,Education,1,Reactive,4,0,0,32.59459878432754,0.94,2,0
ORG0385,Healthcare,1,Reactive,2,0,0,44.6081440261216,2.25,3,0
ORG0386,Technology,1,Strategic,2,1,1,15.511754548312638,5.46,4,1
ORG0387,Services,1,Transformative,5,1,1,42.83842881312991,5.33,3,0
ORG0388,Manufacturing,1,Reactive,1,0,0,62.94119738535893,4.48,3,0
ORG0389,Technology,1,Strategic,1,0,1,33.38967813928976,7.0,5,1
ORG0390,Manufacturing,0,None,0,0,0,46.311138997371344,1.8,3,0
ORG0391,Technology,1,Transformative,7,1,1,14.756356826727018,8.17,4,1
ORG0392,Services,1,Transformative,7,0,1,36.67058902760078,7.63,2,0
ORG0393,Manufacturing,1,Reactive,3,0,0,41.32319125304842,2.53,3,0
ORG0394,Services,1,Reactive,0,0,0,40.55091672903433,0.38,2,0
ORG0395,Education,0,None,0,0,0,46.74310602422859,-0.36,3,0
ORG0396,Technology,1,Transformative,7,1,1,43.26196358410495,8.74,4,1
ORG0397,Manufacturing,1,Transformative,7,0,1,36.097954865025415,8.7,4,1
ORG0398,Finance,1,Transformative,10,1,1,33.74423060226182,10.74,3,1
ORG0399,Manufacturing,1,Strategic,6,0,0,27.131494793494234,7.7,3,1
ORG0400,Finance,1,Reactive,3,0,0,35.59170572361109,2.43,2,0
ORG0401,Healthcare,1,Strategic,6,0,0,48.44882981354028,1.66,3,0
ORG0402,Services,1,Reactive,1,0,0,35.31590297546539,0.57,3,0
ORG0403,Technology,1,Strategic,3,0,0,56.83371227734031,6.61,3,1
ORG0404,Education,1,Strategic,2,0,1,28.193112722538743,4.58,5,1
ORG0405,Services,1,Transformative,6,0,1,13.68270289781568,7.97,3,1
ORG0406,Education,1,Reactive,0,0,0,50.448238086954966,2.47,2,0
ORG0407,Finance,1,Strategic,2,0,1,19.155080010413876,2.88,3,0
ORG0408,Education,1,Strategic,4,1,0,27.612644137495018,4.59,3,0
ORG0409,Education,1,Strategic,5,0,1,14.171861692531834,1.8,3,0
ORG0410,Manufacturing,1,Reactive,2,0,1,37.39193760206194,0.29,4,0
ORG0411,Finance,1,Reactive,2,0,1,29.03480459578094,-0.37,3,0
ORG0412,Services,1,Transformative,7,1,1,39.03942128871101,6.5,3,1
ORG0413,Manufacturing,1,Reactive,1,0,1,25.785152838555582,0.58,4,0
ORG0414,Manufacturing,1,Strategic,3,0,0,14.423853061047417,4.34,3,0
ORG0415,Manufacturing,1,Strategic,3,1,0,28.220759421321837,3.42,3,0
ORG0416,Technology,1,Transformative,7,1,0,31.765856321479664,8.51,3,1
ORG0417,Finance,1,Reactive,2,1,1,31.395076438504777,-1.34,4,0
ORG0418,Services,1,Reactive,3,1,0,22.509421720918212,3.39,3,0
ORG0419,Finance,1,Transformative,7,1,1,26.684930490300033,12.88,3,1
ORG0420,Manufacturing,1,Strategic,5,1,0,54.3745284014067,4.83,3,0
ORG0421,Healthcare,0,None,0,0,0,62.83254972191395,0.95,3,0
ORG0422,Technology,1,Reactive,2,0,1,10.826489613457582,-0.36,4,0
ORG0423,Manufacturing,1,Strategic,3,0,1,50.1200600643989,3.9,2,0
ORG0424,Healthcare,0,None,0,0,0,57.58317787858742,2.21,3,0
ORG0425,Technology,1,Transformative,5,1,1,33.60583690079618,8.52,4,1
ORG0426,Manufacturing,1,Transformative,4,1,0,37.7962425461607,9.62,1,0
ORG0427,Healthcare,1,Reactive,5,0,0,51.74369585777188,5.02,3,0
ORG0428,Healthcare,1,Strategic,1,1,1,72.52467552702669,8.85,3,1
ORG0429,Finance,1,Strategic,4,1,1,3.832822702157049,4.36,5,1
ORG0430,Healthcare,1,Transformative,4,1,1,40.409718371536925,8.02,4,1
ORG0431,Technology,1,Strategic,1,1,1,52.66317087154379,4.57,3,0
ORG0432,Technology,1,Strategic,2,0,0,11.288737740358378,5.43,3,0
ORG0433,Services,0,None,0,0,0,39.20798510832888,2.53,2,0
ORG0434,Manufacturing,1,Strategic,2,0,0,49.92816833716098,6.75,3,1
ORG0435,Manufacturing,1,Reactive,2,0,1,55.550654917564856,-1.27,4,0
ORG0436,Services,1,Reactive,4,0,1,26.89845359601823,1.21,3,0
ORG0437,Technology,0,None,0,0,0,46.4554657377207,2.75,2,0
ORG0438,Manufacturing,1,Reactive,2,0,0,26.36082782864408,1.42,3,0
ORG0439,Manufacturing,1,Strategic,4,1,0,31.908132391210383,6.52,3,1
ORG0440,Services,1,Transformative,9,1,1,37.42672868901887,6.0,3,1
ORG0441,Finance,0,None,0,0,0,55.266093386197085,2.27,3,0
ORG0442,Education,1,Transformative,7,1,0,38.64685187769339,8.71,3,1
ORG0443,Healthcare,1,Strategic,5,1,0,23.9719844785513,8.31,3,1
ORG0444,Manufacturing,1,Reactive,4,0,1,35.03431904215256,2.76,4,0
ORG0445,Healthcare,1,Strategic,3,0,1,2.0196078165625266,7.64,3,1
ORG0446,Education,1,Reactive,2,1,0,39.781950367384006,0.1,2,0
ORG0447,Technology,1,Transformative,6,1,1,33.51662851404612,10.95,3,1
ORG0448,Technology,1,Reactive,2,1,0,49.73479224133165,1.68,3,0
ORG0449,Healthcare,1,Strategic,6,0,1,10.297042125607309,6.21,3,1
ORG0450,Services,1,Strategic,4,1,0,11.426328819812333,4.68,3,0
ORG0451,Healthcare,0,None,0,0,0,30.193061753605342,0.55,3,0
ORG0452,Manufacturing,1,Transformative,7,1,1,10.361699695503184,12.74,4,1
ORG0453,Healthcare,0,None,0,0,0,11.436778143111319,3.21,2,0
ORG0454,Finance,1,Strategic,5,0,0,42.567248845745254,1.57,3,0
ORG0455,Technology,1,Strategic,6,1,1,23.643097297759248,4.52,2,0
ORG0456,Education,1,Transformative,9,0,1,21.46714339291751,8.74,3,1
ORG0457,Finance,1,Strategic,6,1,0,52.39071564950783,6.95,2,0
ORG0458,Manufacturing,1,Strategic,3,0,0,38.04853931879047,4.12,3,0
ORG0459,Services,1,Reactive,1,0,0,20.230178227291063,0.41,3,0
ORG0460,Manufacturing,1,Strategic,3,1,1,14.51573893714776,2.73,3,0
ORG0461,Healthcare,1,Transformative,4,0,1,9.182362620654136,7.17,4,1
ORG0462,Finance,0,None,0,0,0,46.40320244495176,-0.43,2,0
ORG0463,Manufacturing,1,Transformative,7,1,1,49.11772799629955,9.38,5,1
ORG0464,Healthcare,1,Reactive,1,0,0,50.3766372887266,-0.31,2,0
ORG0465,Healthcare,1,Transformative,7,0,1,26.05056412082405,13.2,3,1
ORG0466,Manufacturing,1,Strategic,3,1,1,35.486105200102045,5.16,4,1
ORG0467,Healthcare,1,Strategic,2,0,1,28.90636326695708,3.77,4,0
ORG0468,Manufacturing,0,None,0,0,0,32.75852770983366,-0.75,3,0
ORG0469,Manufacturing,1,Strategic,3,1,1,51.200840887089655,6.89,4,1
ORG0470,Manufacturing,1,Strategic,1,0,1,51.078947978176956,7.16,3,1
ORG0471,Manufacturing,1,Reactive,3,0,0,29.737258548852882,-2.44,4,0
ORG0472,Manufacturing,1,Reactive,1,0,0,18.70918126822871,4.0,3,0
ORG0473,Services,1,Strategic,5,1,1,14.645966454506372,5.45,4,1
ORG0474,Technology,0,None,0,0,0,45.203453126264435,-3.37,2,0
ORG0475,Healthcare,1,Strategic,2,0,0,52.24508028318121,5.59,4,1
ORG0476,Finance,1,Strategic,6,1,0,39.33092004514754,6.7,3,1
ORG0477,Services,1,Reactive,5,0,1,44.56579245772874,2.9,4,0
ORG0478,Finance,0,None,0,0,0,14.474553619189667,0.66,2,0
ORG0479,Technology,1,Reactive,2,0,0,35.058209250206104,5.24,2,0
ORG0480,Technology,1,Strategic,4,0,0,45.132649965196784,6.74,1,0
ORG0481,Finance,0,None,0,0,0,42.45732242530159,-0.09,3,0
ORG0482,Services,1,Transformative,4,1,0,23.85837733206936,11.72,3,1
ORG0483,Technology,1,Strategic,5,1,0,52.70192260612291,7.29,2,0
ORG0484,Technology,1,Transformative,9,1,0,46.45790527450134,9.25,3,1
ORG0485,Finance,1,Strategic,7,1,0,41.158251279914246,4.54,4,1
ORG0486,Finance,1,Reactive,1,0,0,47.590236713474035,3.4,2,0
ORG0487,Finance,1,Reactive,3,0,1,47.78702965149426,-0.46,5,0
ORG0488,Technology,0,None,0,0,0,35.212238974486375,-0.69,3,0
ORG0489,Finance,0,None,0,0,0,23.759634658658335,0.06,2,0
ORG0490,Technology,0,None,0,0,0,62.308158619127234,-0.63,3,0
ORG0491,Technology,1,Reactive,3,0,1,23.45656428252314,3.09,5,0
ORG0492,Technology,1,Strategic,8,0,0,14.317950431221604,3.53,2,0
ORG0493,Manufacturing,1,Strategic,5,1,1,35.83795909766746,4.38,4,1
ORG0494,Technology,1,Strategic,4,1,1,0.0,7.19,4,1
ORG0495,Finance,1,Transformative,9,1,1,61.228638710878,8.22,3,1
ORG0496,Technology,1,Reactive,4,1,0,74.57262884930898,0.4,3,0
ORG0497,Manufacturing,1,Transformative,8,1,1,21.14589556086812,9.41,3,1
ORG0498,Manufacturing,1,Strategic,2,0,1,45.9740165323766,6.8,4,1
ORG0499,Technology,1,Reactive,0,0,0,15.92883226738887,-0.49,3,0
ORG0500,Technology,0,None,0,0,0,39.06254773750932,-0.47,3,0
ORG0501,Manufacturing,1,Strategic,7,0,1,25.87473852980994,6.19,4,1
ORG0502,Finance,0,None,0,0,0,40.35459138900389,5.28,4,1
ORG0503,Manufacturing,1,Transformative,5,1,1,4.504988964949288,13.22,3,1
ORG0504,Manufacturing,1,Strategic,4,1,0,34.97141550516864,5.04,3,0
ORG0505,Technology,1,Reactive,4,1,1,64.98307603909572,6.06,3,1
ORG0506,Education,0,None,0,0,0,22.602272431309167,1.67,3,0
ORG0507,Technology,1,Reactive,2,0,0,46.717607849160366,0.07,3,0
ORG0508,Technology,1,Reactive,0,1,1,50.3480146002198,4.72,4,1
ORG0509,Services,1,Transformative,10,1,1,33.996635876079104,11.91,3,1
ORG0510,Technology,0,None,0,0,0,30.35748856994308,-1.27,2,0
ORG0511,Healthcare,1,Reactive,2,0,0,33.51199470602665,2.75,2,0
ORG0512,Healthcare,1,Reactive,2,1,0,22.835365491114157,-0.78,3,0
ORG0513,Manufacturing,1,Transformative,5,1,0,22.314903432588306,8.97,3,1
ORG0514,Services,1,Reactive,3,1,0,38.61860372610094,2.1,4,0
ORG0515,Finance,1,Reactive,1,0,1,45.28384619447625,1.72,4,0
ORG0516,Healthcare,1,Reactive,1,1,1,42.964634929461354,6.68,3,1
ORG0517,Services,1,Strategic,1,1,0,48.06119966882605,6.9,3,1
ORG0518,Technology,1,Reactive,3,0,0,32.87711369949577,0.93,3,0
ORG0519,Education,1,Strategic,3,0,0,24.779296473956393,6.94,3,1
ORG0520,Education,0,None,0,0,0,55.60871577817174,-1.2,3,0
ORG0521,Technology,0,None,0,0,0,23.423420639106872,3.72,3,0
ORG0522,Technology,0,None,0,0,0,44.539516260676066,-1.14,2,0
ORG0523,Finance,1,Strategic,4,1,0,19.588946727109835,4.25,3,0
ORG0524,Technology,1,Reactive,5,0,0,48.92368537016487,1.16,2,0
ORG0525,Education,1,Strategic,5,0,1,41.71090905603464,4.0,3,0
ORG0526,Healthcare,1,Reactive,4,0,0,38.578324306606085,2.01,4,0
ORG0527,Services,1,Reactive,1,0,0,68.08294352398121,4.4,2,0
ORG0528,Finance,0,None,0,0,0,46.80524854461338,1.48,2,0
ORG0529,Healthcare,1,Strategic,5,1,1,33.14983903930835,5.62,3,0
ORG0530,Manufacturing,1,Transformative,8,1,1,31.46433132714997,6.6,4,1
ORG0531,Finance,0,None,0,0,0,43.47263537900184,3.77,3,0
ORG0532,Manufacturing,1,Strategic,4,1,0,36.04054703987104,6.42,5,1
ORG0533,Technology,1,Reactive,1,0,0,55.16477311980812,4.59,3,0
ORG0534,Technology,1,Transformative,2,1,1,53.4170515017702,10.57,4,1
ORG0535,Services,1,Strategic,2,0,1,0.0,1.65,2,0
ORG0536,Technology,1,Transformative,8,1,1,50.71027613679577,8.06,4,1
ORG0537,Technology,1,Strategic,2,0,1,57.62018410684665,3.96,4,0
ORG0538,Finance,1,Transformative,5,1,0,7.9774550523788506,10.42,3,1
ORG0539,Technology,1,Transformative,7,1,1,28.441888295781723,5.75,3,0
ORG0540,Healthcare,1,Transformative,5,0,1,48.34311846753537,10.91,5,1
ORG0541,Services,1,Reactive,3,0,1,41.78096015227422,-0.42,3,0
ORG0542,Finance,1,Strategic,3,0,0,33.45997087151108,7.06,3,1
ORG0543,Manufacturing,0,None,0,0,0,41.00353783290163,0.9,2,0
ORG0544,Healthcare,1,Strategic,0,1,1,35.69118832449727,4.92,3,0
ORG0545,Services,1,Strategic,4,0,1,31.13569271733509,4.86,4,1
ORG0546,Technology,1,Strategic,5,1,0,24.745485765704185,6.04,3,1
ORG0547,Education,1,Reactive,2,1,1,44.48181420841717,0.75,3,0
ORG0548,Education,1,Transformative,6,0,1,50.870335821737186,8.92,2,1
ORG0549,Technology,1,Strategic,3,1,0,46.91900574417817,6.95,2,0
ORG0550,Manufacturing,0,None,0,0,0,32.740789780551005,-1.03,2,0
ORG0551,Technology,1,Reactive,2,0,0,33.12669671974899,2.03,3,0
ORG0552,Services,1,Strategic,4,0,1,28.305192271484827,3.73,4,0
ORG0553,Technology,0,None,0,0,0,7.301404282933742,-0.36,4,0
ORG0554,Manufacturing,1,Reactive,3,0,1,29.94657309822292,2.21,5,0
ORG0555,Technology,1,Strategic,3,0,0,39.364470952061644,3.99,2,0
ORG0556,Healthcare,1,Reactive,2,0,0,17.01572903009186,3.2,3,0
ORG0557,Healthcare,1,Strategic,5,1,1,58.72195585224993,4.38,4,1
ORG0558,Services,1,Strategic,4,0,1,56.844927079693775,3.91,3,0
ORG0559,Finance,1,Reactive,2,0,0,41.918457403799856,2.58,2,0
ORG0560,Manufacturing,1,Reactive,1,0,1,52.541123482346926,-0.67,4,0
ORG0561,Healthcare,1,Strategic,2,1,1,12.94265673153124,2.47,3,0
ORG0562,Education,1,Strategic,6,0,1,36.184460685021264,2.01,3,0
ORG0563,Healthcare,0,None,0,0,0,36.193603024132486,2.02,3,0
ORG0564,Technology,1,Strategic,2,0,1,39.18199718578191,3.48,3,0
ORG0565,Manufacturing,1,Transformative,4,1,1,12.349381820221218,8.56,3,1
ORG0566,Technology,1,Transformative,8,1,1,43.10431916053543,9.95,2,1
ORG0567,Finance,1,Reactive,3,0,1,30.54414188190886,1.4,4,0
ORG0568,Services,0,None,0,0,0,24.966859483354803,1.37,3,0
ORG0569,Finance,1,Transformative,5,1,1,30.87796542870968,4.6,2,0
ORG0570,Manufacturing,0,None,0,0,0,35.51044379520022,0.84,4,0
ORG0571,Education,1,Strategic,3,1,0,24.651260329566128,5.08,3,0
ORG0572,Healthcare,1,Transformative,4,1,1,30.08470188006827,8.78,5,1
ORG0573,Technology,1,Transformative,7,0,1,21.3684549378804,12.37,4,1
ORG0574,Services,1,Strategic,3,0,0,35.347939678360625,4.29,2,0
ORG0575,Finance,1,Reactive,2,0,1,51.38154441529001,-0.95,4,0
ORG0576,Manufacturing,1,Transformative,7,0,1,31.241594470719633,5.94,4,1
ORG0577,Education,1,Reactive,2,0,1,29.263214034960647,-1.95,3,0
ORG0578,Technology,1,Strategic,4,0,1,17.313376784557278,3.46,2,0
ORG0579,Technology,1,Reactive,0,0,0,45.318994580771424,0.77,3,0
ORG0580,Finance,0,None,0,0,0,52.75981164795334,-0.7,2,0
ORG0581,Finance,1,Strategic,3,0,1,64.98859544500253,7.28,4,1
ORG0582,Manufacturing,1,Strategic,4,1,0,27.765916846977255,4.98,4,1
ORG0583,Finance,0,None,0,0,0,40.84013591329605,2.15,3,0
ORG0584,Manufacturing,1,Reactive,3,1,0,26.19268761453194,1.04,4,0
ORG0585,Healthcare,1,Strategic,4,0,1,28.834625952452406,7.04,3,1
ORG0586,Technology,1,Reactive,4,0,0,66.23990483164697,2.33,2,0
ORG0587,Services,0,None,0,0,0,27.745742906668447,2.18,2,0
ORG0588,Technology,1,Transformative,7,1,1,0.0,9.88,3,1
ORG0589,Manufacturing,1,Strategic,2,1,0,25.682928667814032,6.72,3,1
ORG0590,Education,1,Reactive,5,0,1,14.155554937166816,-0.11,3,0
ORG0591,Manufacturing,1,Strategic,6,0,0,20.40853224859999,5.81,3,0
ORG0592,Manufacturing,1,Reactive,3,0,1,44.580157098204516,2.42,3,0
ORG0593,Technology,0,None,0,0,0,65.2711607407673,0.96,2,0
ORG0594,Manufacturing,1,Strategic,3,1,0,40.06044599520299,2.3,3,0
ORG0595,Healthcare,1,Strategic,4,0,0,52.792182110634485,8.08,2,0
ORG0596,Technology,0,None,0,0,0,31.190724404041475,-1.01,3,0
ORG0597,Finance,1,Transformative,2,1,1,36.70091587950034,9.92,3,1
ORG0598,Technology,1,Transformative,6,1,1,33.44619719891329,10.32,5,1
ORG0599,Services,1,Strategic,2,0,0,40.85549291593063,4.69,3,0
ORG0600,Manufacturing,1,Strategic,4,0,1,8.30901604239169,3.52,4,0
ORG0601,Services,1,Strategic,5,1,0,36.12291959375044,7.64,1,0
ORG0602,Healthcare,1,Strategic,3,0,1,29.042135502298514,3.25,3,0
ORG0603,Healthcare,0,None,0,0,0,55.677010331807125,-0.84,3,0
ORG0604,Services,1,Reactive,3,0,0,21.163805227340703,2.33,3,0
ORG0605,Finance,1,Strategic,4,0,0,32.76579057650419,6.02,3,1
ORG0606,Technology,0,None,0,0,0,18.187818396665346,-0.65,2,0
ORG0607,Finance,1,Transformative,9,1,1,29.00150014836025,7.51,4,1
ORG0608,Technology,1,Reactive,4,0,0,44.19186112374935,2.17,2,0
ORG0609,Finance,1,Strategic,7,0,0,10.643921268241556,4.26,3,0
ORG0610,Technology,0,None,0,0,0,19.493976999378972,-0.14,1,0
ORG0611,Finance,1,Transformative,7,1,1,40.07536162903939,7.01,4,1
ORG0612,Healthcare,1,Transformative,3,0,1,13.014892139868575,4.46,3,0
ORG0613,Manufacturing,1,Strategic,3,1,1,35.441458875163285,6.03,3,1
ORG0614,Technology,0,None,0,0,0,13.927745841087397,0.71,3,0
ORG0615,Finance,0,None,0,0,0,38.07613008851945,-2.75,4,0
ORG0616,Technology,1,Reactive,1,1,0,32.53637022451952,-2.37,3,0
ORG0617,Technology,1,Reactive,3,0,0,8.791674995521166,2.19,2,0
ORG0618,Manufacturing,0,None,0,0,0,0.0,-0.07,3,0
ORG0619,Healthcare,1,Reactive,3,1,1,63.69090275459783,-2.35,4,0
ORG0620,Finance,1,Strategic,4,1,1,52.87606753732142,5.11,3,0
ORG0621,Finance,1,Reactive,3,0,0,26.04657822902043,-1.35,3,0
ORG0622,Education,1,Reactive,3,0,0,35.5156296353969,3.35,4,0
ORG0623,Finance,1,Reactive,1,0,1,12.59735332620285,-2.25,4,0
ORG0624,Healthcare,1,Reactive,2,0,0,26.82220632910517,-0.76,2,0
ORG0625,Healthcare,1,Reactive,2,0,0,26.49942337917421,0.8,2,0
ORG0626,Finance,1,Strategic,5,1,0,24.534216441526326,5.19,2,0
ORG0627,Finance,1,Strategic,3,0,1,1.0092185877607562,4.3,3,0
ORG0628,Finance,1,Transformative,5,1,1,45.73239645154228,13.18,4,1
ORG0629,Technology,0,None,0,0,0,5.152767218012794,-0.85,3,0
ORG0630,Healthcare,1,Strategic,4,1,1,18.53017148870304,7.18,4,1
ORG0631,Technology,1,Transformative,6,1,1,49.93488517143054,5.77,4,1
ORG0632,Education,1,Reactive,2,1,0,21.541176087528253,0.32,4,0
ORG0633,Manufacturing,1,Strategic,1,0,0,35.0166491703094,1.91,3,0
ORG0634,Education,1,Strategic,3,1,0,47.504048072560224,6.41,2,0
ORG0635,Manufacturing,0,None,0,0,0,61.01649637681079,-1.45,4,0
ORG0636,Finance,1,Strategic,5,1,1,26.084752208905932,6.37,2,0
ORG0637,Technology,1,Reactive,4,0,0,64.87055627625357,2.79,4,0
ORG0638,Healthcare,1,Reactive,1,1,1,26.462777019911993,3.88,3,0
ORG0639,Technology,1,Transformative,5,1,1,31.78774533933217,10.67,3,1
ORG0640,Finance,1,Transformative,10,1,0,11.215614398456111,8.36,3,1
ORG0641,Finance,1,Reactive,2,0,0,42.537495441939356,0.22,2,0
ORG0642,Finance,1,Reactive,5,0,0,36.04005742573022,1.29,3,0
ORG0643,Manufacturing,1,Strategic,8,1,0,58.074956585788286,5.96,4,1
ORG0644,Healthcare,1,Strategic,3,0,0,44.052170625019755,6.15,2,0
ORG0645,Services,1,Strategic,5,0,0,35.82563835921565,4.05,3,0
ORG0646,Education,1,Strategic,2,1,0,58.68634184106811,4.73,3,0
ORG0647,Services,1,Transformative,6,1,1,45.593464621506044,9.46,4,1
ORG0648,Technology,1,Reactive,2,1,0,18.484503711745337,0.26,4,0
ORG0649,Manufacturing,1,Strategic,5,1,0,23.57262992511727,5.42,4,1
ORG0650,Manufacturing,1,Reactive,3,0,0,23.328578212509285,-0.34,2,0
ORG0651,Technology,1,Transformative,3,0,1,34.7514738526622,10.37,4,1
ORG0652,Technology,1,Strategic,2,1,0,31.69829403117757,3.45,2,0
ORG0653,Technology,1,Transformative,4,1,1,32.62193461375315,7.16,4,1
ORG0654,Finance,0,None,0,0,0,11.530668089962937,0.79,3,0
ORG0655,Finance,1,Strategic,4,0,0,29.277658777638607,2.36,3,0
ORG0656,Technology,1,Strategic,3,0,0,31.05038289683126,7.63,3,1
ORG0657,Manufacturing,0,None,0,0,0,19.405563823716218,0.47,3,0
ORG0658,Finance,1,Strategic,2,1,0,45.04124286780328,2.05,4,0
ORG0659,Services,1,Reactive,1,0,0,69.37866900228029,5.73,2,0
ORG0660,Manufacturing,1,Reactive,1,0,0,58.73175126955351,0.99,3,0
ORG0661,Finance,1,Strategic,6,1,1,37.895122854980706,6.93,3,1
ORG0662,Education,1,Transformative,5,1,1,21.86959458372804,7.49,4,1
ORG0663,Technology,1,Strategic,3,0,0,40.57106051634546,5.99,3,1
ORG0664,Manufacturing,1,Reactive,2,0,0,28.93167623662406,-2.46,3,0
ORG0665,Manufacturing,0,None,0,0,0,29.191259510315714,-1.69,3,0
ORG0666,Manufacturing,0,None,0,0,0,20.174083422996908,0.8,2,0
ORG0667,Technology,0,None,0,0,0,65.52513664002184,1.22,3,0
ORG0668,Technology,0,None,0,0,0,38.964058595927064,-1.05,3,0
ORG0669,Healthcare,1,Reactive,4,0,0,35.547082649813134,3.82,3,0
ORG0670,Manufacturing,1,Reactive,3,0,0,48.51061578562994,3.01,3,0
ORG0671,Manufacturing,1,Reactive,1,0,0,48.21372753549868,1.81,3,0
ORG0672,Manufacturing,1,Transformative,5,1,1,26.73924817822137,6.52,4,1
ORG0673,Manufacturing,1,Strategic,6,0,0,27.24729675239257,6.24,4,1
ORG0674,Finance,1,Reactive,0,0,1,36.66694062944768,3.38,3,0
ORG0675,Finance,0,None,0,0,0,21.111651441632752,0.27,3,0
ORG0676,Services,1,Transformative,6,1,1,32.523791524954305,4.85,3,0
ORG0677,Finance,1,Strategic,6,1,1,22.6868161638547,4.15,3,0
ORG0678,Manufacturing,1,Transformative,8,1,1,32.18210898486921,13.12,3,1
ORG0679,Education,0,None,0,0,0,27.272436513619734,0.25,3,0
ORG0680,Technology,1,Strategic,5,0,0,54.019407306546334,3.66,2,0
ORG0681,Healthcare,1,Strategic,1,1,1,29.5148437620422,6.01,4,1
ORG0682,Services,1,Strategic,3,1,0,55.0545361033394,6.93,4,1
ORG0683,Finance,0,None,0,0,0,31.50354618444276,1.6,3,0
ORG0684,Education,1,Transformative,7,0,1,10.265362431630454,6.04,3,1
ORG0685,Technology,1,Strategic,5,1,1,28.40450073596287,3.81,4,0
ORG0686,Finance,0,None,0,0,0,46.03581966528331,-2.77,2,0
ORG0687,Technology,1,Reactive,1,0,0,29.288548942072936,-0.54,3,0
ORG0688,Manufacturing,1,Reactive,1,0,0,43.98654997795392,-2.14,3,0
ORG0689,Healthcare,1,Reactive,2,0,1,30.735648341699925,3.51,2,0
ORG0690,Technology,1,Strategic,4,1,0,46.310931908466856,6.08,4,1
ORG0691,Technology,1,Strategic,8,1,0,15.969620347352404,8.57,3,1
ORG0692,Services,1,Transformative,3,1,1,44.052215154523054,6.55,5,1
ORG0693,Manufacturing,1,Reactive,3,0,0,7.137818260048949,-0.83,3,0
ORG0694,Education,1,Reactive,2,0,0,8.89448261578272,3.15,2,0
ORG0695,Education,1,Strategic,4,1,1,27.066162464220348,4.02,3,0
ORG0696,Healthcare,1,Reactive,1,0,0,8.023791179632777,2.78,3,0
ORG0697,Education,1,Reactive,1,0,0,32.90301621483876,2.24,4,0
ORG0698,Manufacturing,0,None,0,0,0,31.385591257161227,3.34,3,0
ORG0699,Healthcare,0,None,0,0,0,0.0,-1.68,3,0
ORG0700,Healthcare,1,Strategic,2,0,1,42.74397374419998,7.09,4,1
ORG0701,Technology,0,None,0,0,0,14.278510212045529,0.94,2,0
ORG0702,Healthcare,1,Reactive,1,1,0,20.53148101356237,5.19,3,0
ORG0703,Finance,0,None,0,0,0,21.79982027463854,1.04,3,0
ORG0704,Finance,1,Strategic,4,1,0,17.33357813012963,6.83,3,1
ORG0705,Finance,1,Transformative,6,1,1,16.60730963280975,13.39,4,1
ORG0706,Healthcare,1,Strategic,5,1,0,34.97428769496404,2.82,3,0
ORG0707,Technology,1,Strategic,3,0,0,29.099265533830145,3.48,2,0
ORG0708,Technology,1,Reactive,1,1,1,29.09582626950485,2.07,4,0
ORG0709,Finance,1,Reactive,1,0,0,51.59347338289953,2.4,3,0
